year;country_id_o;country_id_d;distw_harmonic;distw_arithmetic;dist;distcap;contig;comlang_off;comcol;comrelig;pop_o;pop_d;gdp_o;gdp_d;pop_pwt_o
1984;TGO;CHN;11787;11816;12455;11668;0;0;0;0,00408;3140,297;1036824,951;718148,992;257430421,5;3140,237061
1985;TGO;CHN;11788;11816;12455;11668;0;0;0;0,00408;3252,995;1051040,039;762359,808;306667913,2;3252,993896
1986;TGO;CHN;11788;11816;12455;11668;0;0;0;0,00408;3363,537;1066790,039;1060911,744;297831268,4;3364,02002
1987;TGO;CHN;11788;11816;12455;11668;0;0;0;0,00408;3472,65;1084035,034;1249099,264;270372536,3;3474,080078
1988;TGO;CHN;11788;11816;12455;11668;0;0;0;0,00408;3579,803;1101630,005;1378847,36;309523087,4;3581,927979
1989;TGO;CHN;11788;11816;12455;11668;0;0;0;0,00408;3684,782;1118650,024;1352949,632;343974051,8;3686,373047
1990;TGO;CHN;11794;11822;12455;11668;0;0;0;0,00408;3787,602;1135185,059;1628427,648;356937334,8;3786,939941
1991;TGO;CHN;11794;11822;12455;11668;0;0;0;0,00408;3887,716;1150780,029;1602299,776;379468644,4;3882,270996
1992;TGO;CHN;11794;11822;12455;11668;0;0;0;0,00408;3985,364;1164969,971;1692959,104;422660538,4;3973,326904
1993;TGO;CHN;11794;11822;12455;11668;0;0;0;0,00408;4082,422;1178439,941;1233496,96;440501207;4064,926025
1994;TGO;CHN;11794;11822;12455;11668;0;0;0;0,00408;4181,481;1191834,961;982624,32;559224193;4163,64209
1995;TGO;CHN;11802;11829;12455;11668;0;0;0;0,00408;4284,497;1204854,98;1309382,784;728007573,5;4274,023926
1996;TGO;CHN;11802;11829;12455;11668;0;0;0;0,00408;4392,177;1217550,049;1465448,192;856084643,8;4398,237793
1997;TGO;CHN;11802;11829;12455;11668;0;0;0;0,00408;4504,291;1230074,951;1498950,912;952653119,5;4534,550781
1998;TGO;CHN;11802;11829;12455;11668;0;0;0;0,00408;4620,71;1241935,059;1587346,048;1019461960;4679,022949
1999;TGO;CHN;11802;11829;12455;11668;0;0;0;0,00408;4740,974;1252734,985;1576094,464;1083278623;4825,704102
2000;TGO;CHN;11814;11840;12455;11668;0;0;0;0,00408;4864,753;1262645,02;1294250,24;1198474920;4970,367188
2001;TGO;CHN;11814;11840;12455;11668;0;0;0;0,00408;4992,225;1271849,976;1332328,96;1324806963;5111,77002
2002;TGO;CHN;11814;11840;12455;11668;0;0;0;0,00408;5123,674;1280400,024;1474630,144;1453827555;5251,472168
2003;TGO;CHN;11814;11840;12455;11668;0;0;0;0,00408;5258,956;1288400,024;1673690,368;1640958788;5391,400879
2004;TGO;CHN;11814;11840;12455;11668;0;0;0;0,00408;5397,851;1296074,951;1937074,56;1931644371;5534,598145
2005;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;5540,214;1303719,971;2115154,048;2256902554;5683,268066
2006;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;5685,845;1311020,02;2202809,088;2712950800;5837,791992
2007;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;5834,806;1317885,01;2523462,656;3494056034;5997,384766
2008;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;5987,491;1324655,029;3163416,576;4521827238;6161,795898
2009;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;6144,457;1331260,01;3163000,576;4990233477;6330,472168
2010;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;6306,014;1337704,956;3172945,408;5930502062;6502,952148
2011;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;6472,304;1344130,005;3756023,04;7321892159;6679,282227
2012;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;6642,928;1350694,946;3915754,24;8229490262;6859,481934
2013;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;6816,982;1357380,005;4338575,872;9240270864;7042,948242
2014;TGO;CHN;11815;11841;12455;11668;0;0;0;0,00408;7228,915;1364270,02;4482880,512;10482371002;7228,915039
2015;TGO;CHN;11812;11839;12455;11668;0;0;0;0,00408;7416,802;1371219,971;4087628,288;11064665178;7416,801758
2016;TGO;CHN;11812;11839;12455;11668;0;0;0;0,00408;7606,374;1378665,039;4399995,904;11199145050;7606,374023
2017;TGO;CHN;11812;11839;12455;11668;0;0;0;0,00408;7698,476;1396214,966;6395472,574;12310409371;7797,693848
2018;TGO;CHN;11812;11839;12455;11668;0;0;0;0,00408;7889,095;1402760,01;7112200,725;13894817549;
2019;TGO;CHN;11812;11839;12455;11668;0;0;0;0,00408;8082,359;1407744,995;7220395,248;14279937501;
2020;TGO;CHN;11810;11837;12455;11668;0;0;0;0,00408;8278,737;1411099,976;7574636,979;14687673893;
2021;TGO;CHN;11810;11837;12455;11668;0;0;0;0,00408;8478,242;1412359,985;8413200,568;17734062645;
1948;TGO;CIV;622;627;587;587;0;1;1;0,097871996;;;;;
1949;TGO;CIV;622;627;587;587;0;1;1;0,097871996;;;;;
1950;TGO;CIV;622;627;587;587;0;1;1;0,097871996;1171,897;2860,288;;;
1951;TGO;CIV;622;627;587;587;0;1;1;0,097871996;1194,973;2918,07;;;
1952;TGO;CIV;622;627;587;587;0;1;1;0,097871996;1219,113;2977,019;;;
1953;TGO;CIV;622;627;587;587;0;1;1;0,097871996;1244,363;3037,159;;;
1954;TGO;CIV;622;627;587;587;0;1;1;0,097871996;1270,771;3098,513;;;
1955;TGO;CIV;613;617;587;587;0;1;1;0,097871996;1298,389;3164,27;;;
1956;TGO;CIV;613;617;587;587;0;1;1;0,097871996;1327,27;3231,423;;;
1957;TGO;CIV;613;617;587;587;0;1;1;0,097871996;1357,445;3300;;;
1958;TGO;CIV;613;617;587;587;0;1;1;0,097871996;1388,973;3373,788;;;
1959;TGO;CIV;613;617;587;587;0;1;1;0,097871996;1421,772;3463,05;;;
1960;TGO;CIV;608;612;587;587;0;1;1;0,097871996;1580,513;3474,724;121128,072;546203,584;1568,119995
1961;TGO;CIV;608;612;587;587;0;1;1;0,097871996;1597,528;3602,075;126396,472;618245,632;1606,209961
1962;TGO;CIV;608;612;587;587;0;1;1;0,097871996;1612,758;3740,503;132237,472;645284,48;1645,883057
1963;TGO;CIV;608;612;587;587;0;1;1;0,097871996;1631,763;3889,859;143255,808;761047,168;1687,212036
1964;TGO;CIV;608;612;587;587;0;1;1;0,097871996;1662,072;4049,675;166104,08;921063,296;1730,097046
1965;TGO;CIV;610;614;587;587;0;1;1;0,097871996;1708,632;4219,739;187300,304;919771,2;1774,781006
1966;TGO;CIV;610;614;587;587;0;1;1;0,097871996;1774,029;4400,054;216136,224;1024102,912;1821,166992
1967;TGO;CIV;610;614;587;587;0;1;1;0,097871996;1855,445;4591,238;231706,448;1082922,752;1869,324951
1968;TGO;CIV;610;614;587;587;0;1;1;0,097871996;1945,781;4794,399;241956,912;1281281,28;1919,332031
1969;TGO;CIV;610;614;587;587;0;1;1;0,097871996;2034,909;5010,962;267732,48;1361360,256;1971,465942
1970;TGO;CIV;606;610;587;587;0;1;1;0,097871996;2115,521;5241,914;253976,592;1455482,752;2115,521973
1971;TGO;CIV;606;610;587;587;0;1;1;0,097871996;2185,661;5487,594;286537,568;1584128,512;2185,662109
1972;TGO;CIV;606;610;587;587;0;1;1;0,097871996;2247,575;5747,633;335677,6;1849400,448;2247,582031
1973;TGO;CIV;606;610;587;587;0;1;1;0,097871996;2303,345;6021,405;406479,936;2508421,376;2303,344971
1974;TGO;CIV;606;610;587;587;0;1;1;0,097871996;2356,623;6307,936;560437,824;3070152,192;2356,62207
1975;TGO;CIV;603;606;587;587;0;1;1;0,097871996;2410,446;6606,395;617321,664;3893839,104;2410,446045
1976;TGO;CIV;603;606;587;587;0;1;1;0,097871996;2464,459;6916,167;619375,168;4662053,888;2464,455078
1977;TGO;CIV;603;606;587;587;0;1;1;0,097871996;2518,572;7237,015;777435,072;6265068,032;2518,565918
1978;TGO;CIV;603;606;587;587;0;1;1;0,097871996;2576,477;7568,872;824264;7900526,08;2576,468994
1979;TGO;CIV;603;606;587;587;0;1;1;0,097871996;2642,853;7911,804;891775,744;9142933,504;2642,845947
1980;TGO;CIV;602;605;587;587;0;1;1;0,097871996;2720,838;8265,549;1136409,088;10175618,05;2720,839111
1981;TGO;CIV;602;605;587;587;0;1;1;0,097871996;2812,051;8630,174;962347,2;8432589,824;2812,039063
1982;TGO;CIV;602;605;587;722;0;1;1;0,097871996;2915,098;9004,637;821652,032;7567110,656;2915,065918
1983;TGO;CIV;602;605;587;722;0;1;1;0,097871996;3026,308;9386,245;765746,496;6838184,96;3026,238037
1984;TGO;CIV;602;605;587;722;0;1;1;0,097871996;3140,297;9771,533;718148,992;6841639,424;3140,237061
1985;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3252,995;10158,033;762359,808;6977650,688;3252,993896
1986;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3363,537;10543,628;1060911,744;9158301,696;3364,02002
1987;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3472,65;10928,719;1249099,264;10087654,4;3474,080078
1988;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3579,803;11316,361;1378847,36;10255169,54;3581,927979
1989;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3684,782;11711,125;1352949,632;9757410,304;3686,373047
1990;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3787,602;12115,806;1628427,648;10795850,75;3786,939941
1991;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3887,716;12530,078;1602299,776;10492628,99;3882,270996
1992;TGO;CIV;603;606;587;722;0;1;1;0,097871996;3985,364;12950,995;1692959,104;11152971,78;3973,326904
1993;TGO;CIV;603;606;587;722;0;1;1;0,097871996;4082,422;13375,363;1233496,96;11045760;4064,926025
1994;TGO;CIV;603;606;587;722;0;1;1;0,097871996;4181,481;13798,862;982624,32;8313557,504;4163,64209
1995;TGO;CIV;602;605;587;722;0;1;1;0,097871996;4284,497;14217,43;1309382,784;11000145,92;4274,023926
1996;TGO;CIV;602;605;587;722;0;1;1;0,097871996;4392,177;14632,391;1465448,192;12139234,3;4398,237793
1997;TGO;CIV;602;605;587;722;0;1;1;0,097871996;4504,291;15042,149;1498950,912;11722213,38;4534,550781
1998;TGO;CIV;602;605;587;722;0;1;1;0,097871996;4620,71;15436,47;1587346,048;12782570,5;4679,022949
1999;TGO;CIV;602;605;587;722;0;1;1;0,097871996;4740,974;15802,248;1576094,464;12556457,98;4825,704102
2000;TGO;CIV;601;604;587;722;0;1;1;0,097871996;4864,753;16131,332;1294250,24;10417060,86;4970,367188
2001;TGO;CIV;601;604;587;722;0;1;1;0,097871996;4992,225;16420,174;1332328,96;10545285,12;5111,77002
2002;TGO;CIV;601;604;587;722;0;1;1;0,097871996;5123,674;16674,988;1474630,144;11486664,7;5251,472168
2003;TGO;CIV;601;604;587;722;0;1;1;0,097871996;5258,956;16909,801;1673690,368;13737482,24;5391,400879
2004;TGO;CIV;601;604;587;722;0;1;1;0,097871996;5397,851;17144,325;1937074,56;15481092,1;5534,598145
2005;TGO;CIV;600;602;587;722;0;1;1;0,097871996;5540,214;17393,993;2115154,048;17084928;5683,268066
2006;TGO;CIV;600;602;587;722;0;1;1;0,097871996;5685,845;17662,416;2202809,088;17800888,32;5837,791992
2007;TGO;CIV;600;602;587;722;0;1;1;0,097871996;5834,806;17949,06;2523462,656;20343635,97;5997,384766
2008;TGO;CIV;600;602;587;722;0;1;1;0,097871996;5987,491;18260,044;3163416,576;24224905,22;6161,795898
2009;TGO;CIV;600;602;587;722;0;1;1;0,097871996;6144,457;18601,341;3163000,576;24277493,76;6330,472168
2010;TGO;CIV;599;601;587;722;0;1;1;0,097871996;6306,014;18976,587;3172945,408;24884504,58;6502,952148
2011;TGO;CIV;599;601;587;722;0;1;1;0,097871996;6472,304;19389,954;3756023,04;25381617,66;6679,282227
2012;TGO;CIV;599;601;587;722;0;1;1;0,097871996;6642,928;19839,75;3915754,24;27098591,23;6859,481934
2013;TGO;CIV;599;601;587;722;0;1;1;0,097871996;6816,982;20316,086;4338575,872;31062026,24;7042,948242
2014;TGO;CIV;599;601;587;722;0;1;1;0,097871996;7228,915;22531,349;4482880,512;35372605,44;7228,915039
2015;TGO;CIV;598;600;587;722;0;1;1;0,097871996;7416,802;23108,473;4087628,288;32828516,35;7416,801758
2016;TGO;CIV;598;600;587;722;0;1;1;0,097871996;7606,374;23695,919;4399995,904;36164644,86;7606,374023
2017;TGO;CIV;598;600;587;722;0;1;1;0,097871996;7698,476;24437,475;6395472,574;51588158,72;7797,693848
2018;TGO;CIV;598;600;587;722;0;1;1;0,097871996;7889,095;25069,225;7112200,725;58011466,45;
2019;TGO;CIV;598;600;587;722;0;1;1;0,097871996;8082,359;25716,555;7220395,248;58539424,93;
2020;TGO;CIV;597;599;587;722;0;1;1;0,097871996;8278,737;26378,275;7574636,979;61348579,47;
2021;TGO;CIV;597;599;587;722;0;1;1;0,097871996;8478,242;27053,629;8413200,568;69764827,47;
1948;TGO;CMR;1023;1032;969;1170;0;1;1;0,150990993;;;;;
1949;TGO;CMR;1023;1032;969;1170;0;1;1;0,150990993;;;;;
1950;TGO;CMR;1023;1032;969;1170;0;1;1;0,150990993;1171,897;4887,591;;;
1951;TGO;CMR;1023;1032;969;1170;0;1;1;0,150990993;1194,973;4947,09;;;
1952;TGO;CMR;1023;1032;969;1170;0;1;1;0,150990993;1219,113;5009,067;;;
1953;TGO;CMR;1023;1032;969;1170;0;1;1;0,150990993;1244,363;5073,595;;;
1954;TGO;CMR;1023;1032;969;1170;0;1;1;0,150990993;1270,771;5140,805;;;
1955;TGO;CMR;1030;1040;969;1170;0;1;1;0,150990993;1298,389;5210,832;;;
1956;TGO;CMR;1030;1040;969;1170;0;1;1;0,150990993;1327,27;5283,822;;;
1957;TGO;CMR;1030;1040;969;1170;0;1;1;0,150990993;1357,445;5359,923;;;
1958;TGO;CMR;1030;1040;969;1170;0;1;1;0,150990993;1388,973;5439,35;;;
1959;TGO;CMR;1030;1040;969;1170;0;1;1;0,150990993;1421,772;5522,218;;;
1960;TGO;CMR;1035;1046;969;1170;0;1;1;0,150990993;1580,513;5361,367;121128,072;618740,992;1568,119995
1961;TGO;CMR;1035;1046;969;1170;0;1;1;0,150990993;1597,528;5474,509;126396,472;657597,312;1606,209961
1962;TGO;CMR;1035;1046;969;1170;0;1;1;0,150990993;1612,758;5593,768;132237,472;699373,632;1645,883057
1963;TGO;CMR;1035;1046;969;1170;0;1;1;0,150990993;1631,763;5719,135;143255,808;723624,32;1687,212036
1964;TGO;CMR;1035;1046;969;1170;0;1;1;0,150990993;1662,072;5850,454;166104,08;782384,384;1730,097046
1965;TGO;CMR;1039;1050;969;1170;0;1;1;0,150990993;1708,632;5987,671;187300,304;814140,032;1774,781006
1966;TGO;CMR;1039;1050;969;1170;0;1;1;0,150990993;1774,029;6130,99;216136,224;853268,736;1821,166992
1967;TGO;CMR;1039;1050;969;1170;0;1;1;0,150990993;1855,445;6280,743;231706,448;934078,976;1869,324951
1968;TGO;CMR;1039;1050;969;1170;0;1;1;0,150990993;1945,781;6437,157;241956,912;1053076,992;1919,332031
1969;TGO;CMR;1039;1050;969;1170;0;1;1;0,150990993;2034,909;6600,479;267732,48;1152418,432;1971,465942
1970;TGO;CMR;1043;1054;969;1170;0;1;1;0,150990993;2115,521;6770,967;253976,592;1160002,304;2115,521973
1971;TGO;CMR;1043;1054;969;1170;0;1;1;0,150990993;2185,661;6948,847;286537,568;1233991,04;2185,662109
1972;TGO;CMR;1043;1054;969;1170;0;1;1;0,150990993;2247,575;7134,374;335677,6;1430951,424;2247,582031
1973;TGO;CMR;1043;1054;969;1170;0;1;1;0,150990993;2303,345;7327,874;406479,936;1758727,68;2303,344971
1974;TGO;CMR;1043;1054;969;1170;0;1;1;0,150990993;2356,623;7529,704;560437,824;2255496,448;2356,62207
1975;TGO;CMR;1051;1063;969;1170;0;1;1;0,150990993;2410,446;7740,196;617321,664;2752770,56;2410,446045
1976;TGO;CMR;1051;1063;969;1170;0;1;1;0,150990993;2464,459;7959,5;619375,168;3076592,64;2464,455078
1977;TGO;CMR;1051;1063;969;1170;0;1;1;0,150990993;2518,572;8187,84;777435,072;3366368,768;2518,565918
1978;TGO;CMR;1051;1063;969;1170;0;1;1;0,150990993;2576,477;8425,707;824264;4409920,512;2576,468994
1979;TGO;CMR;1051;1063;969;1170;0;1;1;0,150990993;2642,853;8673,666;891775,744;5811443,712;2642,845947
1980;TGO;CMR;1055;1068;969;1170;0;1;1;0,150990993;2720,838;8932,121;1136409,088;6740757,504;2720,839111
1981;TGO;CMR;1055;1068;969;1170;0;1;1;0,150990993;2812,051;9201,146;962347,2;7636345,856;2812,039063
1982;TGO;CMR;1055;1068;969;1170;0;1;1;0,150990993;2915,098;9480,638;821652,032;7322913,792;2915,065918
1983;TGO;CMR;1055;1068;969;1170;0;1;1;0,150990993;3026,308;9770,555;765746,496;7381853,696;3026,238037
1984;TGO;CMR;1055;1068;969;1170;0;1;1;0,150990993;3140,297;10070,779;718148,992;7801858,56;3140,237061
1985;TGO;CMR;1058;1072;969;1170;0;1;1;0,150990993;3252,995;10381,098;762359,808;8148223,488;3252,993896
1986;TGO;CMR;1058;1072;969;1170;0;1;1;0,150990993;3363,537;10701,458;1060911,744;10621158,4;3364,02002
1987;TGO;CMR;1058;1072;969;1170;0;1;1;0,150990993;3472,65;11031,515;1249099,264;12302473,22;3474,080078
1988;TGO;CMR;1058;1072;969;1170;0;1;1;0,150990993;3579,803;11370,394;1378847,36;12493286,4;3581,927979
1989;TGO;CMR;1058;1072;969;1170;0;1;1;0,150990993;3684,782;11716,975;1352949,632;11140057,09;3686,373047
1990;TGO;CMR;1059;1072;969;1170;0;1;1;0,150990993;3787,602;12070,359;1628427,648;11151579,14;3786,939941
1991;TGO;CMR;1059;1072;969;1170;0;1;1;0,150990993;3887,716;12430,339;1602299,776;12434368,51;3882,270996
1992;TGO;CMR;1059;1072;969;1170;0;1;1;0,150990993;3985,364;12796,831;1692959,104;11396311,04;3973,326904
1993;TGO;CMR;1059;1072;969;1170;0;1;1;0,150990993;4082,422;13169,247;1233496,96;13532134,4;4064,926025
1994;TGO;CMR;1059;1072;969;1170;0;1;1;0,150990993;4181,481;13546,948;982624,32;9220471,808;4163,64209
1995;TGO;CMR;1059;1071;969;1170;0;1;1;0,150990993;4284,497;13929,575;1309382,784;8733230,08;4274,023926
1996;TGO;CMR;1059;1071;969;1170;0;1;1;0,150990993;4392,177;14316,949;1465448,192;9732328,448;4398,237793
1997;TGO;CMR;1059;1071;969;1170;0;1;1;0,150990993;4504,291;14709,426;1498950,912;9840553,984;4534,550781
1998;TGO;CMR;1059;1071;969;1170;0;1;1;0,150990993;4620,71;15107,909;1587346,048;9629649,92;4679,022949
1999;TGO;CMR;1059;1071;969;1170;0;1;1;0,150990993;4740,974;15513,653;1576094,464;10486452,22;4825,704102
2000;TGO;CMR;1058;1071;969;1170;0;1;1;0,150990993;4864,753;15927,713;1294250,24;9287367,68;4970,367188
2001;TGO;CMR;1058;1071;969;1170;0;1;1;0,150990993;4992,225;16350,439;1332328,96;9633108,992;5111,77002
2002;TGO;CMR;1058;1071;969;1170;0;1;1;0,150990993;5123,674;16782,043;1474630,144;10879778,82;5251,472168
2003;TGO;CMR;1058;1071;969;1170;0;1;1;0,150990993;5258,956;17223,276;1673690,368;13621738,5;5391,400879
2004;TGO;CMR;1058;1071;969;1170;0;1;1;0,150990993;5397,851;17674,959;1937074,56;15775356,93;5534,598145
2005;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;5540,214;18137,733;2115154,048;16587857,92;5683,268066
2006;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;5685,845;18611,937;2202809,088;17953067,01;5837,791992
2007;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;5834,806;19097,675;2523462,656;20431781,89;5997,384766
2008;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;5987,491;19595,026;3163416,576;23322257,41;6161,795898
2009;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;6144,457;20103,945;3163000,576;23381143,55;6330,472168
2010;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;6306,014;20624,344;3172945,408;23622483,97;6502,952148
2011;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;6472,304;21156,273;3756023,04;26587310,08;6679,282227
2012;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;6642,928;21699,631;3915754,24;26472054,78;6859,481934
2013;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;6816,982;22253,96;4338575,872;29567504,38;7042,948242
2014;TGO;CMR;1058;1070;969;1170;0;1;1;0,150990993;7228,915;22239,904;4482880,512;32050817,02;7228,915039
2015;TGO;CMR;1058;1069;1170;1170;0;1;1;0,150990993;7416,802;22834,522;4087628,288;28415950,85;7416,801758
2016;TGO;CMR;1058;1069;1170;1170;0;1;1;0,150990993;7606,374;23439,19;4399995,904;24204447,74;7606,374023
2017;TGO;CMR;1058;1069;1170;1170;0;1;1;0,150990993;7698,476;24566,071;6395472,574;36098550,14;7797,693848
2018;TGO;CMR;1058;1069;1170;1170;0;1;1;0,150990993;7889,095;25216,261;7112200,725;39973839,07;
2019;TGO;CMR;1058;1069;1170;1170;0;1;1;0,150990993;8082,359;25876,387;7220395,248;39670977,33;
2020;TGO;CMR;1058;1069;1170;1170;0;1;1;0,150990993;8278,737;26545,864;7574636,979;40804449,73;
2021;TGO;CMR;1058;1069;1170;1170;0;1;1;0,150990993;8478,242;27224,262;8413200,568;45238613,48;
1948;TGO;COD;2452;2608;1948;1948;0;1;0;0,161881998;;;;;
1949;TGO;COD;2452;2608;1948;1948;0;1;0;0,161881998;;;;;
1950;TGO;COD;2452;2608;1948;1948;0;1;0;0,161881998;1171,897;13568,762;;;
1951;TGO;COD;2452;2608;1948;1948;0;1;0;0,161881998;1194,973;13831,814;;;
1952;TGO;COD;2452;2608;1948;1948;0;1;0;0,161881998;1219,113;14100,005;;;
1953;TGO;COD;2452;2608;1948;1948;0;1;0;0,161881998;1244,363;14373,435;;;
1954;TGO;COD;2452;2608;1948;1948;0;1;0;0,161881998;1270,771;14657,484;;;
1955;TGO;COD;2466;2619;1948;1948;0;1;0;0,161881998;1298,389;14952,568;;;
1956;TGO;COD;2466;2619;1948;1948;0;1;0;0,161881998;1327,27;15259,279;;;
1957;TGO;COD;2466;2619;1948;1948;0;1;0;0,161881998;1357,445;15577,931;;;
1958;TGO;COD;2466;2619;1948;1948;0;1;0;0,161881998;1388,973;15909,008;;;
1959;TGO;COD;2466;2619;1948;1948;0;1;0;0,161881998;1421,772;16253,014;;;
1960;TGO;COD;2462;2607;1948;1948;0;1;0;0,161881998;1580,513;15248,246;121128,072;3359404,032;1568,119995
1961;TGO;COD;2462;2607;1948;1948;0;1;0;0,161881998;1597,528;15637,715;126396,472;3086746,88;1606,209961
1962;TGO;COD;2462;2607;1948;1948;0;1;0;0,161881998;1612,758;16041,246;132237,472;3779841,536;1645,883057
1963;TGO;COD;2462;2607;1948;1948;0;1;0;0,161881998;1631,763;16461,914;143255,808;6213185,536;1687,212036
1964;TGO;COD;2462;2607;1948;1948;0;1;0;0,161881998;1662,072;16903,898;166104,08;2881545,216;1730,097046
1965;TGO;COD;2423;2563;1948;1948;0;1;0;0,161881998;1708,632;17369,86;187300,304;4043901,696;1774,781006
1966;TGO;COD;2423;2563;1948;1948;0;1;0;0,161881998;1774,029;17861,86;216136,224;4532660,224;1821,166992
1967;TGO;COD;2423;2563;1948;1948;0;1;0;0,161881998;1855,445;18378,189;231706,448;3384063,232;1869,324951
1968;TGO;COD;2423;2563;1948;1948;0;1;0;0,161881998;1945,781;18913,177;241956,912;3909780,48;1919,332031
1969;TGO;COD;2423;2563;1948;1948;0;1;0;0,161881998;2034,909;19458,874;267732,48;5032435,2;1971,465942
1970;TGO;COD;2412;2549;1948;1948;0;1;0;0,161881998;2115,521;20009,901;253976,592;4877684,736;2115,521973
1971;TGO;COD;2412;2549;1948;1948;0;1;0;0,161881998;2185,661;20563,257;286537,568;5594770,432;2185,662109
1972;TGO;COD;2412;2549;1948;1948;0;1;0;0,161881998;2247,575;21121,468;335677,6;6173712,896;2247,582031
1973;TGO;COD;2412;2549;1948;1948;0;1;0;0,161881998;2303,345;21691,345;406479,936;7870239,232;2303,344971
1974;TGO;COD;2412;2549;1948;1948;0;1;0;0,161881998;2356,623;22282,713;560437,824;9596959,744;2356,62207
1975;TGO;COD;2394;2531;1948;1948;0;1;0;0,161881998;2410,446;22902,275;617321,664;10237342,72;2410,446045
1976;TGO;COD;2394;2531;1948;1948;0;1;0;0,161881998;2464,459;23554,958;619375,168;9648583,68;2464,455078
1977;TGO;COD;2394;2531;1948;1948;0;1;0;0,161881998;2518,572;24238,01;777435,072;12344424,45;2518,565918
1978;TGO;COD;2394;2531;1948;1948;0;1;0;0,161881998;2576,477;24941,431;824264;15372607,49;2576,468994
1979;TGO;COD;2394;2531;1948;1948;0;1;0;0,161881998;2642,853;25650,885;891775,744;15068422,14;2642,845947
1980;TGO;COD;2379;2515;1948;1948;0;1;0;0,161881998;2720,838;26357,407;1136409,088;14394927,1;2720,839111
1981;TGO;COD;2379;2515;1948;1948;0;1;0;0,161881998;2812,051;27060,352;962347,2;12537821,18;2812,039063
1982;TGO;COD;2379;2515;1948;1948;0;1;0;0,161881998;2915,098;27767,775;821652,032;13651666,94;2915,065918
1983;TGO;COD;2379;2515;1948;1948;0;1;0;0,161881998;3026,308;28490,511;765746,496;11006712,83;3026,238037
1984;TGO;COD;2379;2515;1948;1948;0;1;0;0,161881998;3140,297;29243,528;718148,992;7857729,024;3140,237061
1985;TGO;COD;2366;2502;1948;1948;0;1;0;0,161881998;3252,995;30039,873;762359,808;7195042,816;3252,993896
1986;TGO;COD;2366;2502;1948;1948;0;1;0;0,161881998;3363,537;30871,855;1060911,744;8095367,168;3364,02002
1987;TGO;COD;2366;2502;1948;1948;0;1;0;0,161881998;3472,65;31740,965;1249099,264;7661625,344;3474,080078
1988;TGO;COD;2366;2502;1948;1948;0;1;0;0,161881998;3579,803;32679,157;1378847,36;8861299,712;3581,927979
1989;TGO;COD;2366;2502;1948;1948;0;1;0;0,161881998;3684,782;33727,905;1352949,632;9021862,912;3686,373047
1990;TGO;COD;2348;2481;1948;1948;0;1;0;0,161881998;3787,602;34910,591;1628427,648;9349764,096;3786,939941
1991;TGO;COD;2348;2481;1948;1948;0;1;0;0,161881998;3887,716;36253,025;1602299,776;9087965,184;3882,270996
1992;TGO;COD;2348;2481;1948;1948;0;1;0;0,161881998;3985,364;37731,022;1692959,104;8206226,944;3973,326904
1993;TGO;COD;2348;2481;1948;1948;0;1;0;0,161881998;4082,422;39257,294;1233496,96;10707791,87;4064,926025
1994;TGO;COD;2348;2481;1948;1948;0;1;0;0,161881998;4181,481;40711,815;982624,32;5820382,208;4163,64209
1995;TGO;COD;2332;2463;1948;1948;0;1;0;0,161881998;4284,497;42012,524;1309382,784;5643439,616;4274,023926
1996;TGO;COD;2332;2463;1948;1948;0;1;0;0,161881998;4392,177;43122,601;1465448,192;5771454,976;4398,237793
1997;TGO;COD;2332;2463;1948;1948;0;1;0;0,161881998;4504,291;44078,396;1498950,912;6090840,576;4534,550781
1998;TGO;COD;2332;2463;1948;1948;0;1;0;0,161881998;4620,71;44960,941;1587346,048;6215591,424;4679,022949
1999;TGO;COD;2332;2463;1948;1948;0;1;0;0,161881998;4740,974;45889,099;1576094,464;4711259,648;4825,704102
2000;TGO;COD;2324;2453;1948;1948;0;1;0;0,161881998;4864,753;46949,245;1294250,24;19088046,08;4970,367188
